TROCA DE TURNO 2026;;;;META  + ACUMULADO;SEP. TURNO A;SEP. TURNO B;SEP. TURNO C;SEP. TURNO D;FAT GM;FAT FM;FAT TRANSF.;FAT CACAU;FAT FOB;FAT GRANEL
;;;;1053423,99;2685420,144;2301731,58;103,835,00;11648187,41;37.991,03;82.732,00;0,00;1.750,50;0,00;26.150,00
;;;;;;;;;;;;;;
;;;;EQUIPAMENTO PARADO;;NF COM ERRO;CARRO EMBARCADO;;SEP GM;SEP FM;SEP TRANSF.;SEP CACAU;SEP FOB;
;;;;;;;;;43.796,62;82.732,00;0,00;1.246,00;0,00;
;;;;8,00;;0,00;8;;;;;;;
DATA;TURNO;RESP TURNO;PROGRAMAÇÃO;ROTA;MEDIDA;PLANEJADO;Executado;PERCENTUAL REALIZADO;PENDENCIAS;VOLUME FATURADO;TRANSPORTADFORA;FATURAMENTO;EMBARQUE;Coluna2
14/08/2026;B;THIAGO;FOB;oesa;;14.418,00;14.418,00;100%;;;;;;
14/08/2026;B;THIAGO;GM;CROSS SUL;TONS;18.460,00;18.460,00;100%;;18.460,00;;;;
14/08/2026;B;THIAGO;FM;PANDURATA;TONS;20.732,00;20.732,00;100%;;20.732,00;;;;
14/08/2026;B;THIAGO;GM;CROSS D2;TONS;15.477,00;;;;;;;;gerado falta montar processo
14/08/2026;B;THIAGO;granel;pandurata;TONS;27.690,00;27.690,00;100%;;27.690,00;;;;
14/08/2026;B;THIAGO;fob;lojas doce;TONS;3.013,00;3.013,00;100%;;;;;;em conferencia
14/08/2026;B;THIAGO;cacau;;TONS;21.547,00;;;;21.547,00;;;;
14/08/2026;B;THIAGO;floor;;PAL;113,00;;;;;;;;
15/08/2026;C;ADIB;GM;CROSS D2;TONS;15.476,00;15.476,00;100%;;;D2;REALIZADO;REALIZADO;FALTA BAIXAR ALGUMAS POSIÇÕES ALTO
15/08/2026;C;ADIB;FM;I.B.A.E;TONS;28.054,00;28.054,00;100%;;28054;SPEEDYLOG;REALIZADO;REALIZADO;CARREGADO E LIBERADO
15/08/2026;C;ADIB;GM;SMARTLOG AGENDADOS;TONS;2.700,00;2.700,00;100%;;2700;SMARTLOG;REALIZADO;PENDENTE;SEPARADO E FATURADO (AGUARDANDO CARRO)
15/08/2026;D;VINICIUS;FOB;PRODUPAN / CUNHAPAN;TONS;9.817,00;9.817,00;100%;;9817;PROPRIO;REALIZADO;REALIZADO;CARREGADO E LIBERADO
15/08/2026;C;ADIB;FOB;ORG BRAZALMEIDA;TONS;5.254,00;5.254,00;100%;;5254;PROPRIO;REALIZADO;REALIZADO;CARREGADO E LIBERADO
15/08/2026;D;VINICIUS;GM;SMARTLOG AGENDADO/DIRETAS;PAL;5;5;100%;;2280;SMARTLOG;REALIZADO;REALIZADO;CARREGADO E LIBERADO
15/08/2026;D;VINICIUS;FM;PANDURATA / IBAE;TONS;52.358,00;52.358,00;100%;;;SPEEDYLOG;PENDENTE;PENDENTE;SEPARADO, AGUARDANDO FATURAMENTO
15/08/2026;D;VINICIUS;FOB;MARCOS ARTIGOS;TONS;15.779,00;15.779,00;100%;;15779;PROPRIO;REALIZADO;PENDENTE;SEPARADO E FATURADO (AGUARDANDO CARRO)
15/08/2026;D;VINICIUS;GM;CROSS D2;TONS;1.079,00;1.079,00;100%;;1.079,00;D2;REALIZADO;REALIZADO;SEPARADO E FATURADO (AGUARDANDO CARRO)
15/08/2026;D;VINICIUS;GM;SMARTLOG AGENDADO/DIRETAS;TONS;25.739,00;25.739,00;100%;;20739;SMARTLOG;PARCIAL;PENDENTE;
15/08/2026;D;VINICIUS;PRODUÇÃO;PALETE;PAL;107;107;100%;;;;;;
16/08/2026;C;ADIB;FOB;ATACADÃO;TONS;9.798,00;9.798,00;100%;;9798;PROPRIO;REALIZADO;REALIZADO;SEPARADO FATURADO E CARREGADO
16/08/2026;C;ADIB;FOB;ATACADÃO;TONS;9.468,00;9.468,00;100%;;9468;PROPRIO;REALIZADO;REALIZADO;SEPARADO FATURADO E CARREGADO
16/08/2026;C;ADIB;CACAU;FRUTAROM;TONS;10.400,00;10.400,00;100%;;10400;SPEEDYLOG;REALIZADO;REALIZADO;SEPARADO FATURADO E CARREGADO
16/08/2026;C;ADIB;GM;SMARTLOG AGENDADO/DIRETAS;TONS;15.664,00;15.664,00;100%;;15664;SMARTLOG;REALIZADO;PARCIAL;
16/08/2026;C;ADIB;GM;CROSS RJ;TONS;12.636,00;12.636,00;100%;;12636;OMEGA X;PENDENTE;PENDENTE;FALTA FATURAR
16/08/2026;C;ADIB;FM;PANDURATA ;TONS;24.304,00;24.304,00;100%;;24304;SPEEDYLOG;REALIZADO;REALIZADO;CARREGADO E LIBERADO
16/08/2026;D;VINICIUS;GM;SMARTLOG AGENDADOS 18/08;TONS;9.694,00;9.694,00;100%;;;SMARTLOG;PENDENTE;PENDENTE;SEPARADO, AGUARDANDO FATURAMENTO
16/08/2026;D;VINICIUS;FM;PANDURATA / SORVETE JUNDIÁ / NESTLÉ;TONS;78.446,00;78.446,00;100%;;39778;SPEEDYLOG;PARCIAL;PARCIAL;
16/08/2026;D;VINICIUS;GM;ROTA SUL;TONS;24.758,00;13.375,00;54%;11.383,00;7492;RENOVAÇÃO;PENDENTE;PENDENTE;OT'S GERADAS - PENDENTE SEPARAÇÃO SC
16/08/2026;D;VINICIUS;ABASTECIMENTO;PALETE / POSIÇÃO;POSIÇÃO;137,00;137,00;100%;;;;;;
17/08/2026;A;TATIANE;GM;GM;TONS;8.596,00;8.596,00;100%;;8596;RENOVAÇÃO;REALIZADO;PARCIAL;
17/08/2026;A;TATIANE;CACAU;CACAU;TONS;5.627,00;5.627,00;100%;;5627;;REALIZADO;REALIZADO;
17/08/2026;A;TATIANE;CACAU;CACAU;TONS;4.000,00;4.000,00;100%;;;TIO CARLO;;;
17/08/2026;A;TATIANE;GM;SMART;TONS;16.000,00;16.000,00;100%;;;SMARTLOG;PENDENTE;PENDENTE;
17/08/2026;A;TATIANE;FOB;FOB;TONS;8.530,00;8.530,00;100%;;8530;PROPRIO;REALIZADO;PENDENTE;MOTORISTA NO PATIO
17/08/2026;A;TATIANE;FOB;FOB;TONS;730,00;730,00;100%;;730;PROPRIO;REALIZADO;REALIZADO;
17/08/2026;A;TATIANE;GM;SP;TONS;5.380,00;5.380,00;100%;;;SMARTLOG;PENDENTE;PENDENTE;PENDENTE DE CONFERÊNCIA 
17/08/2026;A;TATIANE;GRANEL;GRANEL;TONS;9.260,00;9.260,00;100%;;;JSL;PENDENTE;PENDENTE;PENDENTE DE APONTAMENTO DE SALDO
17/08/2026;B;THIAGO;gm;MG;TONS;32.005,00;32.005,00;100%;;;;;;
17/08/2026;B;THIAGO;abastecimento;;PAL;49,00;49,00;100%;;;;;;
17/08/2026;B;THIAGO;GRANEL;UNILEVER;TONS;9.260,00;9.260,00;100%;;9260;;;;
17/08/2026;B;THIAGO;CACAU;;TONS;21.450,00;21.450,00;100%;;;;;;
17/08/2026;B;THIAGO;FM;PANDURATA;TONS;28054;28.054,00;100%;;28054;;;;
17/08/2026;B;THIAGO;FLOOR / CACAU;ARMAZENAMENTO;PAL;108,00;108,00;100%;;;;;;
18/08/2026;A;TATIANE;SP;SP;TONS;15.206,00;;;;;LOGUIO;PENDENTE;PENDENTE;CROSS MONTADO- SEPARAR E FATURAR
18/08/2026;A;TATIANE;CACAU;CACAU;TONS;21.618,00;1.500,00;7%;;21618;;REALIZADO;PENDENTE;
18/08/2026;A;TATIANE;CACAU;CACAU;TONS;4.000,00;4.000,00;100%;;;;;;
18/08/2026;A;TATIANE;FOB;FOB;TONS;13.542,00;13.542,00;100%;;13542;PROPRIO;REALIZADO;PENDENTE;MOTORISTA NA DOCA
18/08/2026;A;TATIANE;GM;GM;TONS;29.216,00;;;;29216;;;;
18/08/2026;A;TATIANE;GM;GM;TONS;13.601,00;13.009,00;96%;592,00;16601;BORA;REALIZADO;PENDENTE;
18/08/2026;A;TATIANE;FOB;FOB;TONS;17.977,00;17977,74;;;17977,74;;;;
18/08/2026;A;TATIANE;GRANEL;GRANEL;TONS;27.210,00;27.210,00;100%;;27210;JSL;REALIZADO;REALIZADO;
18/08/2026;A;TATIANE;ABASTECIMENTO;;PAL;13,00;13,00;100%;;;;;;
18/08/2026;A;TATIANE;FLOOR / CACAU;FLOOR/CACAU;PAL;120,00;110,00;92%;;;;;;
18/08/2026;B;THIAGO;FM;PANDURATA;TONS;28.054,00;28.054,00;100%;;;;;;
18/08/2026;B;THIAGO;GM;co ;TONS;44.480,00;44.480,00;100%;;;;;;
18/08/2026;B;THIAGO;CACAU;;TONS;20.875,00;20.875,00;100%;;20875;;;;
18/08/2026;B;THIAGO;FLOOR / CACAU;;PAL;85,00;85,00;100%;;;;;;
19/08/2026;C;ADIB;GM;SUL PR;TONS;15.765,00;15.765,00;100%;;15765;RENOVAÇÃO;;PENDENTE;CROSS PR ( SEPARADO ) 
19/08/2026;C;ADIB;GM;SUL SC;TONS;2.764,00;2.764,00;100%;;;RENOVAÇÃO;;PENDENTE;CROSS SC ( SEPARADO )
19/08/2026;C;ADIB;GM;SMARTLOG DIRETAS AGING;TONS;1.633,00;1.633,00;100%;;;SMARTLOG;REALIZADO;PENDENTE;
19/08/2026;C;ADIB;FOB;BRUXELAS;TONS;525,00;525,00;100%;;525;PROPRIO;REALIZADO;REALIZADO; SEPARADO CARREGADO E LIBERADO
19/08/2026;C;ADIB;FM;SIENA;TONS;19.422,00;19.422,00;100%;;19422;SPEEDYLOG;REALIZADO;REALIZADO;SEPARADO CARREGADO E LIBERADO
19/08/2026;C;ADIB;FM;PANDURATA;TONS;28.054,00;28.054,00;100%;;28054;SPEEDYLOG;REALIZADO;REALIZADO;
19/08/2026;D;VINICIUS;GM;CROSS LOGGIO;TONS;15.822,00;15.822,00;100%;;15822;LOGUIO;REALIZADO;PENDENTE;SEPARADO E FATURADO
19/08/2026;D;VINICIUS;GM;SUL RS;TONS;20.881,00;10.029,00;48%;10.852,00;;RENOVAÇÃO;PENDENTE;PENDENTE;GERADO - SEPARADO PARCIAL
19/08/2026;D;VINICIUS;GM;SMARTLOG AGENDADA;TONS;13.685,00;13.685,00;100%;;;SMARTLOG;REALIZADO;REALIZADO;CARREGADO E LIBERADO
19/08/2026;D;VINICIUS;FM;PANDURATA / NESTLE;TONS;43.160,00;43.160,00;100%;;;SPEEDYLOG;REALIZADO;PARCIAL;NESTLE CARREGADO E LIBERADO / PANDURATA AGUARDANDO COLETA
19/08/2026;D;VINICIUS;TRANSFERENCIA;CANAL DIRETO;TONS;16.010,00;16.010,00;100%;;16.010,00;SMARTLOG;REALIZADO;REALIZADO;CARREGADO E LIBERADO
;;;;;;;;;;;;;;
19/08/2026;D;VINICIUS;ABASTECIMENTO;PALETE / POSIÇÃO;POSIÇÃO;162,00;162,00;100%;;;;;;
20/08/2026;C;ADIB;GM;SUL RS;TONS;10.852,00;10.852,00;100%;10.852,00;;RENOVAÇÃO;REALIZADO;PENDENTE;SEPARADO E FATURADO
20/08/2026;C;ADIB;GM;MARTINS DA COSTA;TONS;10.790,00;10.790,00;100%;;10.790,00;SMARTLOG;REALIZADO;REALIZADO;CARREGADO E LIBERADO
20/08/2026;C;ADIB;TRANSFERENCIA;CANAL DIRETO;TONS;17.194,00;17.194,00;100%;;17.194,00;SMARTLOG;PENDENTE;PENDENTE;FALTA ALTERAR RETIRAR 1 CAIXA / REALIZAR TRANSF
20/08/2026;C;ADIB;FM;PANDURATA ;TONS;12.948,00;12.948,00;100%;12.948,00;;SPEEDYLOG;REALIZADO;REALIZADO;
20/08/2026;C;ADIB;FOB;COMERCIO ATACADISTA;TONS;8.934,00;8.934,00;100%;8.934,00;;PROPRIO;REALIZADO;REALIZADO;SEPARADO CARREGADO E LIBERADO
20/08/2026;C;ADIB;CACAU;CACAU BR15;TONS;15.900,00;12.558,00;79%;3.342,00;;SMARTLOG;PARCIAL;PARCIAL;
20/08/2026;D;VINICIUS;GM;AGENDADAS SMART;TONS;46.020,00;37.777,00;82%;8.243,00;;SMARTLOG;PARCIAL;PENDENTE;GERADO - SEPARADO E FATURADO PARCIAL
20/08/2026;D;VINICIUS;MOVIMENTAÇÃO;QUALIDADE;PAL;44,00;44,00;100%;;;;;;CAIXAS RETIRADAS PARA QUALIDADE
20/08/2026;D;VINICIUS;FM;PANDURATA;TONS;28.054,00;28.054,00;100%;;;SPEEDYLOG;PENDENTE;PENDENTE;SEPARADO
20/08/2026;D;VINICIUS;FM;MARILAN;TONS;21.580,00;21.580,00;100%;;21.580,00;SPEEDYLOG;REALIZADO;REALIZADO;CARREGADO E LIBERADO
20/08/2026;D;VINICIUS;FOB;LUZIA MEIRE;TONS;19.146,00;19.146,00;100%;;19.146,00;FIRMEZA;REALIZADO;PENDENTE;FATURADO - AGUARDANDO COLETA
21/08/2026;A;TATIANE;GM;CROSS 12 SP DIRETA D2;TONS;16.900,00;;;16.900,00;;D2;PENDENTE;PENDENTE;ABASTECIDO - PENDENTE GERAR
21/08/2026;A;TATIANE;GM;SP;TONS;58.680,00;58.680,00;100%;;58680;SMART;REALIZADO;REALIZADO;
21/08/2026;A;TATIANE;FOB;OC ALIMENTOS;TONS;751,00;;;751,00;;;PENDENTE;PENDENTE;GERAR DO ZERO
21/08/2026;A;TATIANE;FM;PANDURATA;TONS;68.690,00;68.690,00;100%;;68690;SPEEDY;REALIZADO;REALIZADO;
21/08/2026;A;TATIANE;GM;PADEIRÃO;TONS;23.100,00;23.100,00;100%;;;SPEEDY;PENDENTE;PENDENTE;SEPARADO NA RUA 13
21/08/2026;A;TATIANE;CACAU;CACAU;TONS;30.557,00;30.557,00;100%;;;;PENDENTE;PENDENTE;FATURAR
21/08/2026;B;THIAGO;GM;CO-ES-NO 1;TONS;18.200,00;18.200,00;100%;;18200;;;;
21/08/2026;B;THIAGO;GM;CO-ES-NO 2;TONS;16.640,00;16.640,00;100%;;16640;;;;
21/08/2026;B;THIAGO;GM;CO-ES-NO 3;TONS;15.400,00;15.400,00;100%;;15400;;;;
21/08/2026;B;THIAGO;GM;CO-ES-NO 4;TONS;13.400,00;13.400,00;100%;;13400;;;;
21/08/2026;B;THIAGO;FOB;SVP;TONS;7.899,00;7.899,00;100%;;7636;;;;
22/08/2026;A;TATIANE;FOB;SVP;TONS;21.954,00;;;21.954,00;;PRÓPRIO;PENDENTE;PENDENTE;GERADO - SEPARAR
22/08/2026;A;TATIANE;FOB;PRODUPAN / ATACADÃO;TONS;39.633,00;39.633,00;100%;;30.164,00;PRÓPRIO;PARCIAL;PARCIAL;CARREGADO DOIS ATACADÃO E 1 PRODUPAN, FALTA 1 PRODUPAN PARA CARREGAR - MOTORISTA SIDENEI
22/08/2026;A;TATIANE;GM;CROSS D2;TONS;12.364,00;7.364,00;60%;5.000,00;12.364,00;D2;REALIZADO;PENDENTE;FALTA SEPARAR PICKING ID 15,14,18,17
22/08/2026;A;TATIANE;GM;RJ 17/08;TONS;17.014,00;;;17.014,00;;OMX;PENDENTE;PENDENTE;LOTES TRATADOS - GERAR DO ZERO
22/08/2026;A;TATIANE;SP;SP AGENDAS 24/08;TONS;19.431,00;;;19.431,00;;SMART;PENDENTE;PENDENTE;LOTES TRATADOS - GERAR DO ZERO
22/08/2026;A;TATIANE;GRANEL;PANDURATA;TONS;26.000,00;;;26.000,00;;;PENDENTE;PENDENTE;EM CARREGAMENTO
22/08/2026;A;TATIANE;CACAU;CACAU;TONS;7.100,00;7.100,00;100%;;7.100,00;;REALIZADO;PENDENTE;
22/08/2026;A;TATIANE;RECEBIMENTO;RETORNO DA OMX;TONS;11.989,00;11.989,00;100%;;;OMX;;;RECEBIDO - ENTRADA PARCIAL- ITENS SEM SALDO
22/08/2026;B;THIAGO;GM;festinha;tons;4.411,00;4.411,00;100%;;;;;;
22/08/2026;B;THIAGO;ABASTECIMENTO;;PAL;40,00;40,00;100%;;;;;;
22/08/2026;B;THIAGO;GM;SMT;TONS;5.779,00;5.779,00;100%;;;;;;
22/08/2026;B;THIAGO;FOB;SVP;TONS;22.738,00;22.738,00;100%;;22738;;;;
22/08/2026;B;THIAGO;FOB;SVP;TONS;21.954,00;21.954,00;100%;;;;;;
22/08/2026;B;THIAGO;cacau;;tons;14.000,00;0,00;;14.000,00;;;;;
22/08/2026;B;THIAGO;granel;pandurata;tons;25.960,00;25.960,00;100%;;;;;;
22/08/2026;B;THIAGO;GM;CROSS RJ;TONS;17.014,00;8.776,00;52%;8.238,00;;;;;
22/08/2026;B;THIAGO;FLOOR / CACAU;;PAL;119,00;119,00;100%;;;;;;
23/08/2026;C;ADIB;CROSS RJ;CROSS RJ;TONS;8.238,00;8.238,00;100%;8.238,00;;;REALIZADO;PENDENTE;AGUARDANDO CARRO 
23/08/2026;C;ADIB;FOB;CASA DA PANIFICAÇÃO;TONS;8.284,00;8.284,00;100%;8.284,00;;;REALIZADO;PENDENTE;AGUARDANDO CARRO 
23/08/2026;C;ADIB;GRANEL;TOP CAU;TONS;25.810,00;25.810,00;100%;;25810;;REALIZADO;REALIZADO;FATURADO E LIBERADO
23/08/2026;C;ADIB;RECEBIMENTO CACAU;CACAU;PAL;26,00;26,00;100%;;;;;;RECEBIMENTO CACAU ( LUNARDI ) RECEBIDO E ARMAZENADO
23/08/2026;C;ADIB;FOB;MERCADO DO SABOR;TONS;10.510,00;10.510,00;100%;;;;PENDENTE;PENDENTE;FOB PROGRAMAÇÃO DIA 24/08
23/08/2026;C;ADIB;FOB;PRASO PLATAFORMA;TONS;8.410,00;8.410,00;100%;;;;PENDENTE;PENDENTE;FOB PROGRAMAÇÃO DIA 24/08
23/08/2026;D;VINICIUS;GM;SMT001DI;TONS;2.108,00;2.108,00;100%;;2.108,00;;PENDENTE;PENDENTE;SMARTLOG DIRETAS 24/08
23/08/2026;C;ADIB;GM;SMT002DI;TONS;4.840,00;4.840,00;100%;;4.840,00;;REALIZADO;PENDENTE;SMARTLOG DIRETAS 24/08
23/08/2026;C;ADIB;GM;SMT003DI;TONS;1.684,00;1.684,00;100%;;1.684,00;;REALIZADO;PENDENTE;SMARTLOG DIRETAS 24/08
23/08/2026;C;ADIB;GM;SMT004DI;TONS;1.187,00;1.187,00;100%;;1.187,00;;REALIZADO;PENDENTE;SMARTLOG DIRETAS 24/08
23/08/2026;C;ADIB;GM;SMT005DI;TONS;941,00;941,00;100%;;941,00;;REALIZADO;PENDENTE;SMARTLOG DIRETAS 24/08
23/08/2026;D;VINICIUS;GM;CROSS SUL ;TONS;21.888,00;20.545,00;94%;1.343,00;14561;;PARCIAL;PARCIAL;PENDENTE FINALIZAR SEPARAÇÃO 2 PAL RS
23/08/2026;D;VINICIUS;FOB;JG ESPAÇO DO CHEF LTDA;TONS;9.012.686;9.012.686;100%;;9.012.686;;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
23/08/2026;D;VINICIUS;FLOOR;MOVIMENTAÇÃO;PAL;71,00;71,00;100%;;;;;;REALIZADO TOTAL
24/08/2026;C;ADIB;GM;CROSS SUL ;TONS;21.888,00;21.888,00;100%;;21888;;REALIZADO;PENDENTE;AGUARDANDO CARRO 
24/08/2026;C;ADIB;GM;CHOCOLATES GAROTO;TONS;60,00;60,00;100%;;60;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
24/08/2026;C;ADIB;GM;STA DISTRIB;TONS;21.954,00;21.954,00;100%;;21954;;REALIZADO;PENDENTE;SEPARADO E FATURADO
24/08/2026;C;ADIB;CACAU;CACAU BR15;TONS;4.211,00;4.211,00;100%;;;;REALIZADO;PARCIAL;CARREGAMENTOS EM ANDAMENTO
24/08/2026;C;ADIB;GM;SMARTLOG AGENDADAS;TONS;14.400,00;14.400,00;100%;;;;PENDENTE;PENDENTE;NEW FESTA - AGENDADAS SMARTLOG
24/08/2026;C;ADIB;GM;SMARTLOG AGENDADAS;TONS;8.632,00;8.632,00;100%;;;;PENDENTE;PENDENTE;CPQ BRASIL - AGENDADAS SMARTLOG
24/08/2026;C;ADIB;FOB;COM LUZIA MEIRE;TONS;10.212,00;10.212,00;100%;;;;PENDENTE;PENDENTE;PROGRAMAÇÃO DIA 31/08
24/08/2026;C;ADIB;GM;SMT001DI DIRETAS 26/08;TONS;3.372,00;3.372,00;100%;;;;REALIZADO;PENDENTE;SEPARADO E FATURADO 
24/08/2026;C;ADIB;GM;SMT002DI DIRETAS 26/08;TONS;1.389,00;1.389,00;100%;;;;REALIZADO;PENDENTE;SEPARADO E FATURADO 
24/08/2026;C;ADIB;GM;SMT003DI DIRETAS 26/08;TONS;666,00;666,00;100%;;;;REALIZADO;PENDENTE;SEPARADO E FATURADO 
24/08/2026;C;ADIB;GM;SMT004DI DIRETAS 26/08;TONS;289,00;289,00;100%;;;;REALIZADO;PENDENTE;SEPARADO E FATURADO 
24/08/2026;C;ADIB;FOB;PRASO PLATAFORMA;TONS;5.920,00;5.920,00;100%;;;;PENDENTE;PENDENTE;SEPARADO E FATURADO 
24/08/2026;C;ADIB;CACAU;CACAU BR15;TONS;14.000,00;14.000,00;100%;;;;REALIZADO;REALIZADO;SEPARADO CARREGADO E LIBERADO
24/08/2026;C;ADIB;FOB;GELATERIA 4 ESTAÇÕES;TONS ;4.385,00;4.385,00;100%;;;;REALIZADO;REALIZADO;CARRO NA DOCA FALTA CARREGAR
24/08/2026;C;ADIB;GRANEL ;PANDURATA;TONS ;22.050,00;22.050,00;100%;;22050;;REALIZADO;REALIZADO;FATURADO FALTA LIBERAR
24/08/2026;D;VINICIUS;FM;I.B.A.E;TONS ;26.090,00;26.090,00;100%;;26.090,00;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
24/08/2026;D;VINICIUS;FM;NESTLE;TONS ;15.078,00;15.078,00;100%;;15.078,00;;REALIZADO;PENDENTE;FATURADO - AGUARDANDO COLETA - CARRO EM DOCA
24/08/2026;D;VINICIUS;FOB;COM AZEVEDO;TONS ;16.570,00;16.570,00;100%;;;;PENDENTE;PENDENTE;PENDENTE FATURAMENTO - CARRO EM DOCA
24/08/2026;D;VINICIUS;FOB;CHOK DOCE;TONS ;14.822,00;14.822,00;100%;;14.822,00;;REALIZADO;PENDENTE;FATURADO - AGUARDANDO COLETA - CARRO AGUARDANDO
24/08/2026;D;VINICIUS;FLOOR;MOVIMENTAÇÃO;PAL;87,00;87,00;100%;;;;;;
25/08/2026;A;TATIANE;FOB;SVP ;TONS ;13.769,00;13.769,00;100%;;13.769,00;PRÓPRIO;REALIZADO;REALIZADO;
25/08/2026;A;TATIANE;FOB;LUZIA MEIRE;TONS ;19.543,00;19.543,00;100%;;19.543,00;PRÓPRIO;REALIZADO;REALIZADO;
25/08/2026;A;TATIANE;FOB;RFC;TONS ;17.870,221;;;17.870,221;;PRÓPRIO; PENDENTE;PENDENTE;GERADO FALTA SEPARAR
25/08/2026;A;TATIANE;FOB;SPADOTTO;TONS ;10.390,00;10.390,00;100%;;10.390,00;PRÓPRIO;REALIZADO;REALIZADO;
25/08/2026;A;TATIANE;FOB;MASSIPAN/ORTERPAN;TONS ;10.977,00;;;10.977,00;;PRÓPRIO;PENDENTE;PENDENTE;GERADO FALTA SEPARAR
25/08/2026;A;TATIANE;FOB;OC ALIMENTOS;TONS ;751,00;;;751,00;;PRÓPRIO;PENDENTE;PENDENTE;GERADO FALTA SEPARAR
25/08/2026;A;TATIANE;FOB;TOC MIX;TONS ;26.775,00;;;26.775,00;;PRÓPRIO;PENDENTE;PENDENTE;GERADO FALTA SEPARAR
25/08/2026;A;TATIANE;GM ;MINAS;TONS ;22.456,00;3.500,00;16%;18.956,00;3.197,00;;;;
25/08/2026;A;TATIANE;FM;FRONERI;TONS ;13.056,00;13.056,00;100%;;13.056,00;SPEEDY;REALIZADO;REALIZADO;
25/08/2026;A;TATIANE;GM ;OESA;TONS ;10.080,00;10.080,00;100%;;10.080,00;RENOVAÇÃO;REALIZADO;PENDENTE;MOTORISTA NO PATIO
25/08/2026;A;TATIANE;SP;VIEL VIEL;TONS ;10.992,00;10.992,00;100%;;10.992,00;SMART;REALIZADO;PENDENTE;
25/08/2026;A;TATIANE;SP;LUZIA MEIRE;TONS ;3.941,00;3.941,00;100%;;3.941,00;SMART;REALIZADO;REALIZADO;
25/08/2026;A;TATIANE;CACAU;SEPARAÇÃO;TONS ;15.406,00;15.406,00;100%;;5.106,00;SMART;PARCIAL;PENDENTE;
25/08/2026;A;TATIANE;GM ;COMERCIAL AZEVEDO;TONS ;15.799,00;15.799,00;100%;;15.799,00;PRÓPRIO;REALIZADO;REALIZADO;
25/08/2026;A;TATIANE;FM;NESTLÉ;TONS ;10.790,00;10.790,00;100%;;10790;SPEEDY;PENDENTE;PENDENTE;MOTORISTA NO PATIO
25/08/2026;A;TATIANE;GRANEL ;MAGNUM E TOC CAU;TONS ;40.000,00;;;40.000,00;;;;;FALHA NAS PENEIRAS
25/08/2026;B;THIAGO;fob;tocmix;TONS ;26.775,00;26.775,00;100%;;26775;;;;
25/08/2026;B;THIAGO;;mais pan;TONS ;3.000,00;3.000,00;100%;;;;;;
25/08/2026;B;THIAGO;;osterpan;TONS;7.710,00;7.710,00;100%;;7710;;;;
25/08/2026;B;THIAGO;;rfc;TONS;18.956,00;18.956,00;100%;;17870;;;;
25/08/2026;B;THIAGO;;rfc;TONS ;22.010,00;22.010,00;100%;;22010;;;;
25/08/2026;B;THIAGO;;MG / NORDESTE;TONS;17.110,00;17.110,00;100%;;17110;;;;
25/08/2026;B;THIAGO;;smt;TONS ;18.155,00;18.155,00;100%;;5940;;;;
25/08/2026;B;THIAGO;;GRANEL;TONS;27.380,00;27.380,00;100%;;27380;;;;
25/08/2026;B;THIAGO;;floor/ retorno omega;PAL;185,00;185,00;100%;;;;;;
25/08/2026;B;THIAGO;;;;;;;;;;;;
26/08/2026;A;TATIANE;FM;PANDURATA;TONS ;28.054,00;28.054,00;100%;;28.054,00;SMART;;;
26/08/2026;A;TATIANE;FM ;PANDURATA;TONS ;28.054,00;28.054,00;100%;;;SMART;;;
26/08/2026;A;TATIANE;FM ;PANDURATA;TONS ;30.206,00;30.206,00;100%;;30.206,00;SPEEDY;;;
26/08/2026;A;TATIANE;SP;AGENDAS;TONS ;;;;;;;;;
26/08/2026;A;TATIANE;SP;CANAL DIRETO;TONS ;560,00;560,00;100%;;;;;;
26/08/2026;A;TATIANE;GRANEL ;MAGNUM;TONS ;10.780,00;10.780,00;100%;;;;;;
26/08/2026;B;THIAGO;;SMARTLOG AGENDADAS;TONS ;37.784,00;14.737,00;39%;;;;;;
26/08/2026;B;THIAGO;;siena;TONS ;12.950,00;12.950,00;100%;;12950;;;;
26/08/2026;B;THIAGO;;pandurata;TONS ;23.562,00;23.562,00;100%;;23562;;;;
26/08/2026;B;THIAGO;;RFC;TONS ;18.468,00;18.468,00;100%;;;;;;
26/08/2026;B;THIAGO;;RIBBERFOODS;TONS ;5.081,00;5.081,00;100%;;;;;;
26/08/2026;B;THIAGO;;LOJA DOCE;TONS ;14.733,00;14.733,00;100%;;14733;;;;
26/08/2026;B;THIAGO;;perfetto;TONS ;16.501,00;16.501,00;100%;;16501;;;;
26/08/2026;B;THIAGO;;pandurata;;;;;;28054;;;;
26/08/2026;B;THIAGO;;floor;pal;155,00;155,00;100%;;;;;;
27/08/2026;C;ADIB;FM ;NESTLÉ;TONS ;10.790,00;10.790,00;100%;;10790;SPEEDY;REALIZADO;REALIZADO;CARGA SEPARADA FATURADA CARREGADA E LIBERADA
27/08/2026;C;ADIB;FM ;M DIAS;TONS ;8.632,00;8.632,00;100%;;8632;SPEEDY;REALIZADO;REALIZADO;CARGA SEPARADA FATURADA CARREGADA E LIBERADA
